iter	Logloss
272	0.3907800293
273	0.3906102295
274	0.3904516907
275	0.3903948364
276	0.3901669006
277	0.3899832764
278	0.3899099731
279	0.3897772522
280	0.3896379395
281	0.3894928894
282	0.3894743042
283	0.3893711243
284	0.3892621765
285	0.3892610779
286	0.3891296387
287	0.3889424438
288	0.3887988892
289	0.3887075806
290	0.3886194763
291	0.3885326538
292	0.3884630127
293	0.3883058777
294	0.3882149048
295	0.3880220947
296	0.3879393616
297	0.3877822266
298	0.3875683289
299	0.3874325867
300	0.387339325
301	0.3872781372
302	0.3871826477
303	0.3869926758
304	0.386920105
305	0.3867902832
306	0.3865724487
307	0.3863982849
308	0.3861967468
309	0.3860927124
310	0.3859759827
311	0.3859124146
312	0.3857850647
313	0.3857317505
314	0.3856435547
315	0.3855188904
316	0.3853963013
317	0.3852695313
318	0.3851882324
319	0.3850975952
320	0.3849845276
321	0.384913269
322	0.3847358398
323	0.384632019
324	0.3844744263
325	0.3843769836
326	0.3842768555
327	0.3841765137
328	0.3840262146
329	0.3838753662
330	0.3838248901
331	0.3837401428
332	0.3836010742
333	0.3835189514
334	0.3833604736
335	0.3832391357
336	0.3831195374
337	0.3830073853
338	0.3829095459
339	0.3827986145
340	0.3827407227
341	0.3826425781
342	0.382473877
343	0.3823188171
344	0.3822445984
345	0.3821148071
346	0.3820018005
347	0.38189505
348	0.3817584229
349	0.3815700684
350	0.3815222778
351	0.3814472656
352	0.381379364
353	0.3812975464
354	0.3811590881
355	0.3810023804
356	0.380920929
357	0.3807897339
358	0.3807052917
359	0.3805607605
360	0.3804550476
361	0.3803243408
362	0.3801698914
363	0.3800328369
364	0.3799161987
365	0.3798074951
366	0.3796580505
367	0.3795372925
368	0.379473114
369	0.3794092407
370	0.3793293762
371	0.3792111206
372	0.3791043701
373	0.3789266968
374	0.3788536987
375	0.3787835693
376	0.3787277222
377	0.3786328735
378	0.3784734497
379	0.3783256531
380	0.3781275024
381	0.377994812
382	0.377888031
383	0.3777410278
384	0.3776696167
385	0.3775401001
386	0.3774494019
387	0.3772786255
388	0.3770875244
389	0.376921936
390	0.3767451782
391	0.3766781006
392	0.3765064087
393	0.3764356384
394	0.3763570557
395	0.3762377014
396	0.3760733032
397	0.3759598389
398	0.3758129883
399	0.3757750854
400	0.3756420898
401	0.3755708618
402	0.3754780884
403	0.375382843
404	0.3752789307
405	0.3751949768
406	0.3750539856
407	0.3749600525
408	0.3748687744
409	0.3746629028
410	0.3745938721
411	0.3744738464
412	0.3743368835
413	0.3742366028
414	0.3740627441
415	0.3739794006
416	0.3738626099
417	0.3737258606
418	0.3735452271
419	0.3734534302
420	0.3733672485
421	0.373251709
422	0.3730927734
423	0.3729489136
424	0.3728574829
425	0.3727280884
426	0.3725446167
427	0.3724505615
428	0.3723617859
429	0.372192627
430	0.3721237793
431	0.3719168091
432	0.3717967529
433	0.3717183228
434	0.3715875854
435	0.3714883728
436	0.3713728333
437	0.371257782
438	0.3711183777
439	0.370999939
440	0.3709030762
441	0.3708102417
442	0.3707182617
443	0.370602417
444	0.3704526978
445	0.3703833313
446	0.3702609558
447	0.3701561279
448	0.370026123
449	0.3698908081
450	0.3698086243
451	0.3697467651
452	0.3696843567
453	0.3695682373
454	0.3694749756
455	0.3693293152
456	0.3691951599
457	0.3691073914
458	0.3690083313
459	0.3689102173
460	0.3688206482
461	0.3686635132
462	0.3684748535
463	0.3683856812
464	0.3682608643
465	0.3681602173
466	0.3680875244
467	0.3679549561
468	0.3678266602
469	0.3677395935
470	0.3676382141
471	0.367564209
472	0.3674841309
473	0.3673550415
474	0.3672834473
475	0.3671218872
476	0.3670197144
477	0.3668968811
478	0.366761322
479	0.3666674805
480	0.366589447
481	0.3665176392
482	0.3663967896
483	0.3662727661
484	0.3661375122
485	0.3660325012
486	0.3659146118
487	0.365858551
488	0.3657660828
489	0.365663269
490	0.3654825439
491	0.3654035339
492	0.365213623
493	0.3651013184
494	0.3650233459
495	0.3649250793
496	0.3648655396
497	0.3648088989
498	0.3647098999
499	0.3646040955
500	0.3645308838
501	0.3643967896
502	0.3643095703
503	0.3642404175
504	0.3641286011
505	0.3639929199
506	0.3638727417
507	0.3638095398
508	0.3636990356
509	0.3635709839
510	0.3634364014
511	0.3633509521
512	0.3632258911
513	0.3631437988
514	0.3630224915
515	0.3628912659
516	0.3627603149
517	0.3626436768
518	0.36251297
519	0.3623666992
520	0.3622559204
521	0.3621290588
522	0.3620673523
523	0.3619528198
524	0.3618494263
525	0.3617051697
526	0.3615797729
527	0.3614649658
528	0.3613818054
529	0.3612427673
530	0.3611124878
531	0.3609948425
532	0.3609215698
533	0.3608290405
534	0.3606654663
535	0.3605501709
536	0.3604314575
537	0.3603805542
538	0.3602514343
539	0.3601424255
540	0.3600568237
541	0.3599653015
542	0.3599158325
543	0.3598469238
544	0.3597609253
545	0.3595931396
546	0.3595439453
547	0.3594501038
548	0.3593411865
549	0.3592155762
550	0.3590951843
551	0.3590188293
552	0.3589086304
553	0.3588438416
554	0.3587904968
555	0.3586711426
556	0.358588623
557	0.3584155273
558	0.358300415
559	0.3582243652
560	0.3581158142
561	0.3580647583
562	0.3579550781
563	0.3578067017
564	0.357673645
565	0.3576027222
566	0.3575055542
567	0.3574391785
568	0.3573023682
569	0.3572238464
570	0.3571313782
571	0.3570822754
572	0.3569125061
573	0.3568474426
574	0.3567897339
575	0.3566697388
576	0.3565739746
577	0.35646698
578	0.3563257751
579	0.3562440796
580	0.3561235046
581	0.3560545349
582	0.355982666
583	0.3558252258
584	0.3557174683
585	0.3556252747
586	0.355520813
587	0.3554653931
588	0.3553488159
589	0.3552611084
590	0.3551140137
591	0.3550765991
592	0.3549863281
593	0.3548721313
594	0.354783844
595	0.3546592407
596	0.3545820312
597	0.3544620056
598	0.3543641357
599	0.3542677612
600	0.3541229248
601	0.3540331421
602	0.3539895325
603	0.3539206543
604	0.3537584229
605	0.3536343079
606	0.3535460815
607	0.3534486084
608	0.3533654785
609	0.3532271729
610	0.3530548096
611	0.3529572754
612	0.3528612671
613	0.3527848511
614	0.352666687
615	0.3525668335
616	0.3524703979
617	0.3523795776
618	0.3522773438
619	0.3521705627
620	0.3520947266
621	0.3520112915
622	0.3519698486
623	0.3518572388
624	0.3517652588
625	0.3516470947
626	0.35153302
627	0.3514672241
628	0.3513247375
629	0.3512343445
630	0.3511304932
631	0.351043335
632	0.3509336548
633	0.3508762512
634	0.3507890625
635	0.3507039795
636	0.3505899658
637	0.3504846802
638	0.3503558044
639	0.3502799988
640	0.3501273193
641	0.3500099182
642	0.3499466248
643	0.3498540649
644	0.349769989
645	0.3496194458
646	0.3495221252
647	0.3494376221
648	0.3493135376
649	0.3492605591
650	0.3491878357
651	0.3491242981
652	0.3490210876
653	0.3489318237
654	0.3487728577
655	0.348701416
656	0.3485758667
657	0.3483876343
658	0.3482539368
659	0.3481739807
660	0.348040741
661	0.3479327087
662	0.3477929077
663	0.3476637878
664	0.3475961914
665	0.3474915771
666	0.3473526611
667	0.3473252563
668	0.347196991
669	0.3471069946
670	0.3470328979
671	0.3469421692
672	0.3468302917
673	0.3467185974
674	0.3466105652
675	0.3464961548
676	0.3463844604
677	0.346243103
678	0.3461613159
679	0.3460195618
680	0.3458901978
681	0.3458057556
682	0.3457299194
683	0.3456029663
684	0.3455088196
685	0.3453962402
686	0.3452891235
687	0.3452301025
688	0.3451409302
689	0.3450334473
690	0.3449124146
691	0.3448089905
692	0.3447534485
693	0.3446534424
694	0.3446047363
695	0.3444778137
696	0.3443182983
697	0.3442058716
698	0.3441260376
699	0.3440162964
700	0.3439215393
701	0.3437587585
702	0.3436083984
703	0.3434946594
704	0.3434206238
705	0.3433139343
706	0.3431966858
707	0.3430782471
708	0.3429938354
709	0.342909668
710	0.3428000793
711	0.3427371826
712	0.3426707458
713	0.3425967407
714	0.3424923706
715	0.3424049683
716	0.3422923889
717	0.3421945801
718	0.3421305542
719	0.3420877991
720	0.3420062256
721	0.3419597473
722	0.3418935242
723	0.3418362732
724	0.3417340698
725	0.3416679077
726	0.3415377197
727	0.3414460449
728	0.3413919678
729	0.3413554077
730	0.3412550964
731	0.3411317749
732	0.3410643311
733	0.3409390259
734	0.3408537598
735	0.3407760315
736	0.3406271362
737	0.3404902344
738	0.3403634644
739	0.3402859497
740	0.3402140503
741	0.3401457825
742	0.3400884094
743	0.3400382996
744	0.3399708252
745	0.3398880005
746	0.3398166809
747	0.339723938
748	0.3396352844
749	0.3395187988
750	0.3394294128
751	0.3393416138
752	0.339223938
753	0.3391392822
754	0.3390191345
755	0.3389550171
756	0.3388843384
757	0.3388110962
758	0.3387255249
759	0.338629425
760	0.3385359497
761	0.3384647827
762	0.3383649597
763	0.3383032227
764	0.3382460937
765	0.3381326599
766	0.3380180054
767	0.3378598633
768	0.3378105469
769	0.3377539368
770	0.3376495361
771	0.3375702209
772	0.3375159302
773	0.3374157104
774	0.3373204651
775	0.3372480774
776	0.3371688232
777	0.3370541382
778	0.3369318237
779	0.3368492432
780	0.3367940369
781	0.3366956177
782	0.3366182861
783	0.3365473022
784	0.3364670105
785	0.3364003601
786	0.33631073
787	0.3362529602
788	0.3361918945
789	0.3360853271
790	0.3360447388
791	0.3359948425
792	0.3359100342
793	0.3358544006
794	0.3357970276
795	0.335673645
796	0.3355770264
797	0.3354892273
798	0.3354068604
799	0.3353048096
800	0.3352293701
801	0.3351157837
802	0.3350216675
803	0.3349447021
804	0.3348690186
805	0.3347420654
806	0.3346405334
807	0.3345393677
808	0.3344535522
809	0.3343501587
810	0.3342954712
811	0.3341942749
812	0.3341001587
813	0.3340447083
814	0.3339578247
815	0.3339123535
816	0.3338555298
817	0.3337849426
818	0.3336717529
819	0.3335928955
820	0.3334481201
821	0.3333911133
822	0.3332747803
823	0.3331593628
824	0.3330755005
825	0.3329979858
826	0.3329207153
827	0.3328685303
828	0.3327852173
829	0.3327027588
830	0.332644989
831	0.3325789795
832	0.3324751282
833	0.3323659668
834	0.3322644958
835	0.332201355
836	0.3321493225
837	0.3320797424
838	0.3320009766
839	0.3319390259
840	0.3318486633
841	0.3317503662
842	0.3316481628
843	0.3315649414
844	0.3314725952
845	0.3313662109
846	0.3312625122
847	0.3311639404
848	0.3310802917
849	0.3309700928
850	0.3308942261
851	0.3307943726
852	0.3307549744
853	0.3306665955
854	0.3305955505
855	0.3305609131
856	0.3305252075
857	0.3304489746
858	0.3303875732
859	0.3303186951
860	0.3302564697
861	0.3301289063
862	0.3300270996
863	0.3299550476
864	0.3298927002
865	0.3298319702
866	0.3296909485
867	0.3295952148
868	0.3294921875
869	0.3294396057
870	0.3293189697
871	0.3292458801
872	0.3291643066
873	0.3290871582
874	0.3290153198
875	0.3289362183
876	0.3288283081
877	0.3287764893
878	0.3287346802
879	0.3286635742
880	0.32854422
881	0.328448761
882	0.3283331604
883	0.3282555542
884	0.3281521606
885	0.3280801392
886	0.3279761658
887	0.3279046631
888	0.3278572388
889	0.3277333984
890	0.327663269
891	0.327565918
892	0.3274618835
893	0.3273792114
894	0.3273033447
895	0.3272360229
896	0.3271401367
897	0.3270840149
898	0.3270112
899	0.3269313049
900	0.3268427429
901	0.3267440186
902	0.3266902466
903	0.3265348511
904	0.3264525757
905	0.3263806152
906	0.3263056641
907	0.3261841431
908	0.3260599365
909	0.3259598389
910	0.3258512878
911	0.3257721863
912	0.3257140503
913	0.3256109924
914	0.3255237427
915	0.3254634399
916	0.3253995361
917	0.3253378601
918	0.3252955322
919	0.3252294617
920	0.3251646118
921	0.3251152954
922	0.325020813
923	0.3249056702
924	0.3248591919
925	0.3248040161
926	0.3247495422
927	0.3247055359
928	0.3245638428
929	0.3244848633
930	0.3244154968
931	0.3243422546
932	0.3242480469
933	0.3241637878
934	0.3241083679
935	0.3240111694
936	0.3238771973
937	0.323789978
938	0.3236384277
939	0.3235773621
940	0.3234887695
941	0.3234304504
942	0.3233703003
943	0.3232935791
944	0.3232400513
945	0.3231887512
946	0.3231161194
947	0.3230486145
948	0.3229047546
949	0.3228206787
950	0.3227105103
951	0.3225762329
952	0.3224838867
953	0.3223936462
954	0.3223297119
955	0.3222084961
956	0.3221021118
957	0.3220300293
958	0.3219647522
959	0.3218919678
960	0.3218040466
961	0.3217208252
962	0.3215824585
963	0.321507843
964	0.3214634399
965	0.3213828125
966	0.3212835999
967	0.3212179565
968	0.3211434631
969	0.321102417
970	0.3210513306
971	0.3209301453
972	0.3208379517
973	0.3207813721
974	0.3206549072
975	0.3205964966
976	0.320554657
977	0.3204341431
978	0.3203386841
979	0.3202307739
980	0.3201534119
981	0.3200953369
982	0.319985321
983	0.3199484863
984	0.3198340454
985	0.3197072754
986	0.3195565491
987	0.3194677734
988	0.3193532715
989	0.3192893677
990	0.319230896
991	0.3191488647
992	0.3191099854
993	0.3190426331
994	0.3189547729
995	0.3188737793
996	0.3188286133
997	0.3187759705
998	0.3187050171
999	0.318648407
